rating,sentences
1,청소를 열심히 해서 상을 받았다.
1,교실 전체에서 좋은 냄새가 난다.
1,한 친구가 브라우니를 구워서 반 친구들한테 나눠줬다. 정말 좋은 친구다.
1,오늘 선생님이 반에 간식을 돌리는 날이다. 피자였으면 좋겠다!
1,다른 반 애가 찾아와서 나랑 친해지고 싶다고 했다.
1,내 주위엔 좋은 사람이 참 많다.
1,세상은 아직 살만한 곳이다.
1,기술 시간에 생각해낸 아이디어를 칭찬받았다.
1,손재주가 좋다는 소리를 들었다.
1,친구네 집에 가서 김밥을 만들어 먹기로 했다.
1,직접 만든 김밥에 라면을 같이 먹으니 환상이었다.
1,친구 집에서 하루 자기로 했는데 벌써부터 기대된다.
1,친구네 아버님이 김치볶음밥을 해주셨다.
1,친구집에 갈 때마다 대접 받는 기분이다.
1,친구가 유튜브에서 완전 웃기는 영상을 공유해줬다.
1,가족들 덕분에 즐거운 생일을 보냈다.
1,오랜만에 목욕탕에 가서 개운하게 씻고 왔다.
1,요새 나한테는 좋은 일만 생긴다.
1,엄마가 컴퓨터를 새로 사줬다.
1,동생이 웬일로 내 말을 잘 듣는다.
1,오빠가 용돈을 줬다. 대박.
1,언니가 자기가 아끼던 옷을 줬다.
1,언니랑 둘이 빙수 먹으러 갔다.
1,누나가 통 큰 생일 선물을 줬다.
1,우리 누나는 정말 멋있는 사람같다.
1,형이 부모님께 잘 하는 걸 보면 나도 그래야겠다는 생각이 든다.
1,형이 저녁을 사줘서 오랜만에 포식했다.
1,방 구조를 바꿨는데 아주 마음에 든다.
1,오랜만에 즐거운 주말이었다.
1,시험 끝나고 신나게 놀았다.
1,누나랑 개그코드가 너무 잘 맞는다.
1,노래방에서 랩을 하고 100점을 맞았다.
1,노래방에서 음료수를 서비스로 받았다.
1,노래방 아저씨가 되게 친절했다.
1,한국사 시험에서 한 개밖에 안 틀렸다.
1,수업시간에 질문을 했는데 좋은 질문이라고 칭찬을 받았다.
1,한국사 공부하는 게 재밌다.
1,장기자랑에서 1등해서 상금을 받았다.
1,집에서 든든한 저녁을 먹었다.
1,인스타에 올린 사진이 좋아요를 많이 받았다.
1,페이스북에 글을 올렸더니 댓글이 많이 달렸다.
1,유튜브 채널을 시작한지 얼마 안됐는데 구독자가 많이 늘었다.
1,독후감 대회에서 상을 받았다.
1,화장실 청소를 하고 용돈을 받았다. 뿌듯하다.
1,엄마 흰 머리를 뽑아드리고 아이스크림을 얻어 먹었다.
1,친구가 생일선물로 마음에 쏙 드는 다이어리를 줬다.
1,유튜브에 다이어리 꾸미는 영상을 올렸는데 조회수가 높게 나왔다.
1,방학 때 가족들과 해외 여행을 가기로 했다.
1,나는 잔머리가 좋은 거 같다.
1,여행가서 멋진 사진을 많이 찍었다.
1,가족들이랑 즐거운 추억을 많이 만들었다.
1,학교에서 하는 사진전에 사진을 출품하기로 했다.
1,사진 공모전에 도전해보려고 한다.
1,집에 가는 길에 문방구에 들려서 귀여운 스티커를 샀다.
1,앨범에 있는 사진을 보고 기분이 좋아졌다.
1,내가 뭘 하고 싶은지 알 것 같다.
1,나는 멋진 사람이 될 것이다.
1,내가 만든 스티커가 축제에서 많이 팔렸다.
1,그 친구는 정말 귀엽다.
1,이번 모의고사에서는 등수가 높을 거 같다.
1,오늘 날씨가 안 좋아서 야자를 쨌더니 기분이 좋았다.
1,숙제를 깜박하고 안 했는데 선생님이 검사를 안 하셨다.
1,매점에 새로운 메뉴가 들어왔는데 완전 대박이다.
1,틀린 줄 알았던 문제가 채점해 보니 맞는 거였다.
1,쉬는 시간에 매점에 가서 신상 빵을 사왔다.
1,반장이 피자를 쏴서 세 조각이나 먹었다.
1,오늘 완전 잘생긴 사람을 봤다.
1,학원 테스트에서 1등했다.
1,학원에서 새로운 친구를 사겼다.
1,오늘 계획했던 공부를 다 끝냈다.
1,친구가 자기가 키우는 강아지 사진을 보여줬다.
1,수영장을 다니기 시작해서 건강해진 기분이다.
1,수영 강사님이 처음인데도 잘 한다고 칭찬했다.
1,마음에 드는 수영복을 발견했다.
1,친구랑 한강에 가서 자전거를 타기로 했다.
1,취향을 저격하는 유튜브 채널을 찾았다.
1,운동을 새로 시작했는데 벌써 자세가 좋아진 거 같다.
1,요새 보고 있는 드라마가 너무 재밌다.
1,좋아하는 아이돌의 팬싸인회에 당첨됐다!
1,라디오에 내가 보낸 사연이 뽑혀서 선물로 냉장고를 받았다.
1,내가 좋아하는 가수가 내 사연을 읽어줬다.
1,인스타그램 피드를 잘 정리한 거 같다.
1,인스타 스토리에 힘들다고 올렸더니 친구가 응원 메세지를 보내줬다.
1,친구가 이모티콘을 선물해줬다.
1,아는 선배가 카톡으로 기프티콘을 보내줬다.
1,핸드폰을 새로 바꿨다. 신난다.
1,이제 좀 있으면 나도 성인이 된다.
1,원하던 대학에 합격했다.
1,아침부터 하루종일 기분이 좋았다.
1,뭔가 좋은 일이 생길 거 같다.
1,앞으로의 내 모습이 기대가 된다.
1,예전에 비해 내가 조금 더 어른스러워진 거 같다.
1,지각했는데 안 들켰다.
1,짝꿍이 쉬는 시간에 사탕을 줬다.
1,우산을 안 들고 나왔는데 비가 안 왔다!
1,책을 샀는데 내용이 완전 마음에 든다.
1,감성에 딱 맞는 시집을 샀다.
1,나랑 잘 어울리는 거 같은 향초를 샀다.
1,주말에 산 디퓨저 향기가 방에 은은하게 나서 좋다.
1,사촌언니가 옷을 줬는데 완전 내 스타일이다.
1,파스타 맛집으로 소문난 곳에 갔는데 역시 맛집은 맛집이다.
1,별 기대 없이 산 커피가 맛있다.
1,길에 떨어진 동전을 주웠다.
1,노래방에 가는 게 삶의 낙이다.
1,노래방에 가면 스트레스가 풀린다. 오늘도 열심히 부르고 왔다.
1,잔잔하게 부는 바람 덕분인지 기분이 좋다.
1,해가 쨍쨍한데 덥지 않아서 놀러가기 딱 좋은 날씨다.
1,왠지 요새는 비가 오는 날이 좋다.
1,비가 오는 날에 우비를 입는 게 은근 기분을 좋게 한다.
1,기분 좋은 꿈을 꿨다.
1,꿈에서 먹고 싶은 걸 마음껏 먹었다.
1,꿈에 내가 좋아하는 아이돌이 나왔다.
1,꿈에 어떤 번호가 나왔다. 로또에 당첨되려는 걸까?
1,내가 하는 모든 게 잘 되는 꿈을 꿨다.
1,내 롤모델이 꿈에 나왔다.
1,롤모델로 생각하던 사람이 꿈에 나와서 나한테 잘 될 거라고 해줬다.
1,나는 커서 엄마 같은 어른이 되고 싶다.
1,우리 언니 같은 사람이 내 가족이라 다행이다.
1,동생 같은 사람이 나랑 가족이라 정말 행복하다.
1,언니가 있어서 나는 운이 참 좋다.
1,나는 아무래도 운이 정말 좋은 거 같다.
1,노력한 만큼 인정 받을 수 있는 것도 행운이다.
1,내 삶에 충실하면 사람들도 자연스럽게 알아준다.
1,더 노력해서 좋은 결과를 얻고 싶다.
1,더 잘 하고 싶다는 욕심이 생긴다!
1,앞으로 더 잘 할 수 있을 것이다.
1,나는 훌륭한 사람이 될 것이다.
1,기다리던 앨범이 드디어 집에 도착했다.
1,인터넷에서 산 옷이 집에 왔다고 한다. 빨리 집에 가고 싶다.
1,책을 읽으면서 여유로운 시간을 보냈다.
1,책에서 마음에 드는 구절을 적어두었다.
1,책에서 마음에 드는 문장을 모아놓아야겠다.
1,이 책은 읽을 때마다 새로운 느낌이 든다.
1,이 책은 읽으면 읽을 수록 재밌다.
1,이 책을 아무리 읽어도 질리지가 않는다.
1,내가 가장 좋아하는 책을 꼽자면 바로 이 책이다.
1,이 영상을 소장하고 싶다.
1,이런 영상이 있다니 정말 대박이다.
1,영상이 너무 웃겨서 한참을 웃었다.
1,이렇게 웃긴 영상이 있다니. 볼 게 많아서 기대된다.
1,이 채널만 한 데가 없는 거 같다.
1,친구가 보낸 영상 때문에 배꼽이 빠질 것 같다.
1,내 친구들은 정말 웃기다.
1,보드게임을 하면서 놀았다.
1,처음 보는 보드게임이었는데 생각보다 재밌었다.
1,요새 유행하는 영상을 따라했더니 조회수가 높다.
1,틱톡 계정을 만들었는데 반응이 좋다.
1,침대가 푹신해서 더 누워있고 싶었다.
1,내가 집에서 가장 좋아하는 장소는 침대다.
1,우리 집에서 쇼파가 제일 편하다.
1,집에서는 공부가 잘 된다.
1,집에 공부가 잘 되는 장소가 많다.
1,집에서 친구들이랑 게임을 신나게 했다.
1,친구랑 놀다가 시간 가는 줄도 몰랐다.
1,친구랑 있으면 시간이 너무 빨리 가서 아쉽다.
1,재밌는 걸 할 때는 시간이 순식간에 지나간다.
1,친구랑 통화하면서 위로받았다.
1,친구가 따뜻한 말을 해서 감동받았다.
1,엄마가 내가 뭘 하든 응원한다고 했다.
1,오랜만에 친구랑 전화하면서 한참 웃었다.
1,이 친구랑 대화하다 보면 기분이 좋아진다.
1,친구랑 얘기하면서 기분이 나아졌다.
1,이 친구랑 있으면 힐링된다.
1,이 친구만한 친구가 없다.
1,우리 집에 기쁜 소식이 생겼다.
1,학원에서 기분 좋은 일이 있었다.
1,운동장에서 축구하면서 스트레스가 풀렸다.
1,운동장에서 농구하는 애들을 보니 왠지 마음이 편해졌다.
1,운동장을 한 바퀴 뛰었더니 건강해진 기분이다.
1,요새 꾸준히 운동했더니 체력이 좋아졌다.
1,긍정적인 태도가 중요한 거 같다.
1,오늘도 친구들을 웃겼다.
1,사람들을 웃게 만드는 게 재밌다.
1,사람들이 다 행복했으면 좋겠다.
1,이미지 변신에 성공한 거 같다.
1,후배한테 고백을 받았다.
1,좋아하는 선배가 나한테 고백했다.
1,주말에 데이트가 있다. 떨린다.
1,오늘은 머리도 안 아프고 컨디션이 좋았다.
1,유난히 머리가 맑은 느낌이었다.
1,자고 일어났더니 개운해졌다.
1,친구가 잘 돼서 나도 기분이 좋다.
1,친구랑 대학교에 가서도 친하게 지내고 싶다.
1,생일이었는데 학교에서 축하를 많이 받았다.
1,좋아하는 선생님이 생일 축하한다고 해주셨다.
1,학교 다니면서 오늘보다 행복한 날은 없었던 거 같다.
1,점심시간에 축구하는데 골을 넣었다.
1,나 덕분에 우리 팀이 이겼다.
1,우리 팀에서 내 역할이 중요하다.
1,학원 선생님이 먹을 걸 주셨다.
1,학원 친구들이랑 저녁을 먹었는데 맛있었다.
1,학원 근처에 놀러갈 만한 곳이 많아서 좋다.
1,학원 근처에서 스트레스를 풀었다.
1,과제를 다 해서 뿌듯하다.
1,과제가 잘 마무리됐다. 다들 열심히 해줬다.
1,내가 진행하는 게임방송의 시청자가 늘었다.
1,앞으로 유명한 유튜버가 되고 싶다.
1,나도 나중에 멋진 선생님이 되고 싶다.
1,공부를 더 열심히 할 것이다.
1,다음 시험은 더 잘 볼 것이다.
1,친구랑 얘기하면서 공부할 의지가 생겼다.
1,부모님이랑 얘기하니까 힘이 난다.
1,내가 하고 싶은 일을 하면서 살 것이다.
1,일단 지금의 행복을 추구하기로 했다.
1,힘들었던 게 보상받는 기분이다.
1,그래도 예전에 비해 많이 나아진 거 같다.
1,학원을 다닌 보람이 있다.
1,수업시간에 집중한 보람이 있는 거 같다.
1,친구가 찍어준 사진이 마음에 든다.
1,친구가 찍은 사진이 마음에 들어서 피드에 박제했다.
1,매점에 가서 하나씩 사먹는 게 학교 다니는 재미다.
1,마음이 많이 건강해졌다.
1,긍정적인 마음을 장착해야겠다.
1,나는 좀 재능이 있다.
1,감사할 만한 것들이 많다.
1,일상의 행복을 찾은 거 같다.
1,복도에서 뛰어다니기만 해도 재밌다.
1,내 친구는 정말 개그맨이다.
1,나보다 열심히 사는 사람은 없을 거 같다.
1,친구들이랑 다같이 원하는 학교에 갔으면 좋겠다.
1,부모님이 갑자기 용돈을 주셨다.
1,친척분이 집에 오셔서 용돈을 받았다.
1,용돈으로 사고 싶었던 운동화를 샀다.
1,얼마 전에 산 운동화가 너무 편하고 좋다.
1,가방을 샀는데 정말 마음에 든다.
1,다음에도 이 가게에서 사야겠다.
1,쇼핑이 만족스러웠다.
1,오랜만에 놀이공원에 가니까 너무 신났다.
1,놀이공원에서 타고 싶은 걸 다 탔다.
1,놀이공원에서 먹은 햄버거가 아직도 생각난다.
1,참 재밌는 여행이었다.
1,수학여행 가서 밤늦게까지 친구들이랑 얘기했다.
1,우리 반 애들은 단합이 잘 된다.
1,친구가 장기자랑을 나갔는데 너무 잘 해서 깜짝 놀랐다.
1,올해 수학여행이 제일 재미있었다.
1,올해는 나한테 참 특별한 해다.
1,이번 기회를 통해 나 자신에 대해 많이 생각해볼 수 있었다.
1,나를 알고 이해하는 게 중요하다고 생각한다.
1,내가 뭘 하고 싶은지 알 수 있는 좋은 기회였다.
1,선배의 얘기를 들으면서 나도 할 수 있다는 생각이 들었다.
1,설명회를 들으면서 하고 싶은 게 더 뚜렷해졌다.
1,내가 뭘 잘 할 수 있는 사람인지 알 것 같다.
1,앞으로 새로운 것들을 많이 시도하고 도전해보고 싶다.
1,미래에 내 모습이 어떨지 기대된다.
1,친구랑 싸웠지만 금방 화해했다.
1,친구에 대해서 더 많이 알 수 있었다.
1,그 친구는 나한테 소중한 사람이다.
1,나한테 관심을 가져주는 사람들 덕분에 사는 거 같다.
1,선생님이 나한테 관심을 가져주셔서 감사하다.
1,오늘따라 영어수업이 재밌었다.
1,국어 시간에 이동하면서 재밌는 얘기를 들었다.
1,이동수업은 귀찮긴 하지만 다른 반 친구를 볼 수 있어서 좋다.
1,이동수업에 가면 내가 좋아하는 친구를 볼 수 있다.
1,오늘 급식메뉴가 대박이다. 너무 기대된다.
1,저녁에 가족들이랑 외식하기로 했다. 빨리 시간이 가면 좋겠다.
1,오늘 아빠가 특별 요리를 해준다고 했다.
1,엄마가 내가 제일 좋아하는 반찬을 해줬다.
1,아침을 든든히 먹고 나왔다.
1,오늘은 삼시 세끼가 만족스러운 하루였다.
1,봉사활동을 다녀오니 마음이 뿌듯하다.
1,봉사활동을 하면서 사람들을 더 많이 도와줄 수 있는 사람이 되고 싶다고 생각했다.
1,봉사활동이 은근 잘 맞는 거 같다.
1,나는 운동이 체질인가 보다.
1,새로운 친구를 만나는 게 즐겁다.
1,새로운 취미가 생겼다.
1,요새 내 모습이 만족스럽다.
1,요새 스트레스 받는 일이 별로 없다.
1,귀여운 인형을 선물 받았다.
1,순간순간이 나한테는 소중하다.
1,더 멋진 사람이 되고 싶다.
1,선생님이 내가 쓴 답안을 칭찬하셨다.
1,다른 사람이 의지할 수 있는 사람이 된 거 같아 조금 뿌듯하다.
1,오늘은 정말 보람찬 하루였다.
1,놀면서 스트레스가 다 풀렸다.
1,친구들을 더 많이 알아가고 싶다.
1,주변에 좋은 사람이 많이 있다.
1,오해가 금방 풀려서 다행이다.
1,그 선배는 정말 멋있다.
1,읽고 싶었던 책을 선물로 받았다.
1,할머니를 자주 볼 수 있어서 기쁘다.
1,부모님은 나를 자랑스럽게 생각한다.
1,항상 나를 응원해주는 사람들이 있어서 참 감사하다.
1,주말에 친구랑 우리 집에서 맛있는 요리를 해먹기로 했다.
1,시험 기간 동안 컨디션 관리를 잘 한 거 같다.
1,아픈 나를 챙겨주는 친구에게 감동했다.
1,아파서 학교에 못 갔는데 친구가 집까지 찾아와줬다.
1,조금 느리더라도 내가 하고 싶은 걸 찾아갈 것이다.
1,어렵지만 나는 할 수 있다.
1,나는 우리 가족을 사랑한다.
1,독서실에서 누가 나한테 먹을 걸 줬다.
1,독서실이 집이랑 가까워서 편하다.
1,우리 독서실은 공부가 잘 된다.
1,나는 나중에 커서 사람들을 도우며 살고 싶다.
1,사람들에게 재미와 행복을 찾아주고 싶다.
1,내 꿈을 위해서 나는 올곧게 나아갈거야.
1,커피를 마시면서 공부하면 평소보다 집중이 잘 된다.
1,빵집을 지나가면 빵 냄새를 맡게되어 기분이 좋아진다.
1,친구들이랑 놀이공원을 가서 재밌는 하루를 보냈다.
1,야자가 끝나고 아빠가 데리러와서 편하게 집에 갈 수 있었다.
1,동생이 나를 위해 선물을 사왔다.
1,집에 오는 길에 떡볶이를 사서 가족들과 나눠먹었다.
1,오랜만에 친척들을 만나서 재밌는 얘기를 많이 나눴다.
1,향수를 뿌리면 기분이 좋아진다.
1,여름에 시원한 화채를 먹으면 더위가 싹 가신다.
1,그림을 그리면 스트레스가 해소된다.
1,웃긴 영상을 보면서 시간을 보내는 것이 나에겐 행복이다.
1,나는 수학과 과학 과목 공부를 좋아한다.
1,나는 미술 시간이 즐겁다.
1,체육 시간에 운동하면 몸이 가벼워지고 훨훨 날아갈 것 같고 개운하다.
1,밥을 먹고 걸으면 몸이 가벼워져서 나는 매일 걷는다.
1,규칙적인 생활을 하면 약속도 잘 지키게 된다.
1,신나는 노래를 들으면 흥겨워진다.
1,언니가 좋은 대학에 붙었다. 나도 언니처럼 멋진 사람이 되고 싶다.
1,할 일을 다 끝내서 마음이 홀가분하다.
1,드디어 원하던 결과를 이뤄서 통쾌하다.
1,유쾌한 친구가 있어서 행복하다.
1,나는 내 자신이 자랑스럽다.
1,친구가 나보고 재미있다고 칭찬해 줬다.
1,감동적인 한 끼 식사였다.
1,오랜만에 설레는 기분을 느꼈다.
1,좋아하는 가수 앞에 서니 설레였다.
1,이 평온함이 오래 지속되었으면 좋겠다.
1,원하던 가방을 사서 기분이 좋다.
1,앞으로 내 미래가 기대된다.
1,당당하게 한 발자국 나섰다.
1,내 할 일을 다 끝냈더니 부모님께 당당해졌다.
1,친구 덕분에 무사히 하루를 마쳤다.
1,다쳤던 것이 다 나아 회복되었다.
1,들뜬 감정이 하루종일 나를 구름 위에 올려놓았다.
1,척척박사가 된 기분이었다.
1,친구의 모든 질문에 대답할 수 있는 내 자신이 자랑스러웠다.
1,이 자랑스러운 상장을 어디에다가 걸어 놓지?
1,드디어 내가 응원하는 팀이 우승을 했다.
1,마치 내가 우승한 것처럼 뛸 듯이 기뻤다.
1,든든한 친구가 곁에 있어서 좋다.
1,게임이 너무 재미있었다. 하루종일 이것만 하고 싶다.
1,목표한 것을 모두 이루었다.
1,나를 존경하는 사람들이 참 많다.
1,성공한 사람이 되었다.
1,난 이미 원했던 것을 다 이룬 사람이다.
1,완벽한 사람이다.
1,산책을 하고 햇빛을 쬐니 기분이 나아졌다.
1,좋아하는 연예인 영상을 보니 힘이 났다.
1,좋아하는 노래를 들으니 기분이 들뜬다.
0,1지망 학교 떨어졌어
1,3박4일 놀러가고 싶다
1,3박4일 정도 놀러가고 싶다
0,PPL 심하네
0,SD카드 망가졌어
0,SD카드 안돼
0,SNS 맞팔 왜 안하지ㅠㅠ
0,SNS 시간낭비인 거 아는데 매일 하는 중
0,SNS 시간낭비인데 자꾸 보게됨
0,SNS보면 나만 빼고 다 행복해보여
0,가끔은 혼자인게 좋다
0,가난한 자의 설움
0,가만 있어도 땀난다
0,가상화폐 쫄딱 망함
0,가스불 켜고 나갔어
0,가스불 켜놓고 나온거 같아
0,가스비 너무 많이 나왔다.
0,가스비 비싼데 감기 걸리겠어
0,가스비 장난 아님
1,가족 여행 가기로 했어
1,가족 여행 고고
1,가족 여행 어디로 가지?
1,가족관계 알려 줘
1,가족끼리 여행간다.
1,가족들 보고 싶어
0,가족들이랑 서먹해
0,가족들이랑 서먹해졌어
1,가족들이랑 어디 가지?
1,가족들이랑 여행 갈거야
1,가족여행 가야지
1,가족이랑 여행 가려고
1,가족한테 스트레스 풀었어
0,가출할까?
0,가출해도 갈 데가 없어
1,간만에 떨리니까 좋더라
1,간만에 쇼핑 중
1,간만에 휴식 중
1,간식 뭐 먹을까
1,간식 추천
1,간장치킨 시켜야지
0,간접흡연 싫어
0,갈까 말까 고민 돼
0,갈까 말까?
1,감 말랭이 먹고 싶다.
1,감 말랭이 먹어야지
0,감기 같애
0,감기 걸린 것 같아
0,감기 기운이 있어
0,감기 들 거 같애
0,감기가 오려나
0,감기약이 없어
0,감기인거 같애
1,감미로운 목소리 좋아
0,감정이 쓰레기통처럼 엉망진창이야
0,감정컨트롤을 못하겠어
0,감정컨트롤이 안돼
0,감히 나를 무시하는 애가 있어
0,갑자기 나쁜 생각이 막 들더라
0,갑자기 눈물 나
0,갑자기 물어봐서 당황했어
0,갑자기 불편한 사이가 된 거 같아
1,강렬한 첫인상 남겨야 하는데
1,강아지 키우고 싶어
0,강아지 키우고 싶은데 역시 안 되겠지
0,강아지 키울 수 있을까
1,강아지 키울까
1,강원도 가서 살까?
1,같이 게임하자고 해도 되나?
0,같이 놀러갈 친구가 없어
0,같이 먹었는데 나만 살찐 거 같아
1,같이 수영장 가기로 했어
0,같이 있으면 힘든데 붙잡고 싶어
1,같이 피씨방 가자고 해볼까?
1,같이 할 수 있는 취미 생활 뭐 있을까
1,개강룩 입어볼까
1,개강옷 예쁘게 입어 볼까
1,개강이다
1,개강이라니
0,개같은 상황
0,개같이 되버렸어.
0,개기름 꼈어
0,개념도 놓고 옴
0,개념이 없어
0,개당황
0,개당황했잖아 갑자기 물어 봐서
0,개인적인 업무까지 다 시켜
0,개인적인 일도 다 시켜
0,개졸려
1,개좋아
1,개학하니까 좋다
0,걔 너무 싫다
0,걔는 누굴 닮아서 그런거니?
1,걔랑 같은 반 됐으면 좋겠다
0,거지 같이 일해 놓고 갔어
0,거지됐어
0,거짓말 했어
0,거짓말을 나도 모르게 자꾸 해
0,거짓말을 하게 돼
0,거짓말이 거짓말을 낳아
0,걱정 없이 살고파
0,걱정 좀 없이 살고 싶다.
1,건강 관리
1,건강 빨리 회복해야지
1,건강검진 왔어
1,건강검진하러 옴
1,건강이 최고
1,건강이 최고인 것 같아
1,건강하게 다이어트 하는 방법
1,건강한 다이어트법
1,건너건너 아는 사람인데 연락해도 될까?
1,건물주 되고싶어
1,건물주가 짱인데
0,건방져
1,건조기 살까봐
0,건조하네
1,걸레질도 해야 돼
0,걸어 가고 있는데 깜깜해서 무서워
0,겁난다
0,게으른 동료가 있어
1,게임 같이 하자고 할까?
0,게임 때문에 시간 다갔어
0,게임 때문에 폰이 점점 느려지는듯
1,게임 재미있어.
0,게임 지겨워
0,게임도 이제 재미없어
1,게임하고 싶어
0,게임하다 시간 다갔어
1,겨울 지나 봄이야
1,겨울에는 온천이지!
1,겨울이 가고 봄이 올거야
1,격려 좀 해줘
1,격려가 필요해.
1,견과류 챙겨 먹어야지.
0,결국 이런 운명이라니 슬프다
0,결정 못하겠어.
1,결정은 빠르면 빠를 수록 좋겠지?
1,결정은 빠를수록 좋겠지?
0,결정을 못 내리겠어. 어떡해
0,결정적인 물증이 없어
1,결혼 했는데.
1,결혼 했어
0,결혼도 다 돈이다.
0,결혼식 가기 귀찮아
0,결혼식 또 가야돼
0,결혼식때 하객이 없을 까봐 걱정돼
0,결혼식이 너무 많아
0,결혼이나 하지 왜 자꾸 나한테 화 내냐구!
0,결혼준비 돈 많이 들겠지
0,결혼준비하는데 돈 얼마나 드나
0,결혼하는데 돈 많이 드네
0,결혼하는데 돈 얼마나 들까
1,결혼하면 좋아?
1,결혼하면 좋을까
1,결혼하면 행복할까?
1,결혼하면 행복해?
1,결혼하면 행복해질까?
1,결혼할까
1,결혼해도 되나
1,결혼해도 될까
1,결혼해야 하나
0,경쟁이 너무 치열해
0,계속 공부해도 될까
0,계속 도전하는 거 귀찮아
0,계속 방학이면 좋을텐데
1,계속 보고 싶어
1,계속 보고 싶으면 어떡해?
0,계속 속이 진짜 안 좋아
0,계속 엇갈리는 느낌
0,계속 학생하고 싶어
0,계속 한숨만 나와
0,고3은 공부만 해야겠지.
0,고3이니까 공부해야겠지
0,고구마 다이어트 해야지
0,고구마만 먹고 다이어트 해야지
1,고기 구워 먹고 싶다.
1,고기 먹고 싶어
0,고데기 망했어
0,고데기 했는데 망했어
0,고독한 밤
1,고마운 사람들이 많아
0,고무신 거꾸로 신으면 어쩌지
0,고민 있어
0,고민 좀 들어줄래
0,고백하고 후회하면 어떡하지
0,고시원 너무 답답해
0,고시원 답답해
0,고시원에서 나가고 싶어
0,고시원에서 탈출하고 싶어
1,고양이 동영상 보는 중
1,고양이 키우고 싶어
1,고양이 키우고 싶어
0,고의는 아닌데 실수를 한 거 같아
0,고집 센 사람
0,고집하고는
0,골프 못 치는데
1,골프 배워야 돼
0,골프 어려워
1,골프치러 가야돼
1,곱창 먹고 싶어.
1,곱창 생각나
1,공무원 괜찮겠지
1,공무원 되고 싶다
1,공무원 되면 좋겠다
0,공무원 시험 공부 힘들다
0,공무원 시험 죽을 거 같아
0,공무원 시험 힘들어ㅠㅠ
1,공무원 준비할까
1,공무원이 좋지?
0,공복이라 신경이 예민해져
0,공복이라 예민해
0,공복이면 예민함?
1,공부 계속해도 될까
0,공부 꼭 해야 할까
0,공부 때려치워야 하나
1,공부 시작해도 될까
0,공부 왜 해야 돼?
0,공부 잘 안돼
1,공부 잘하고 싶어
1,공부 좀 더 할 걸
0,공부 하기 싫다
0,공부는 내 체질이 아닌 것 같아
0,공부로 먹고 살 수 있을까
0,공부방법이 잘못된걸까?
0,공부하기 싫어
0,공부하기 싫은 날
0,공부하는 낙이 없어
0,공부하는 이유?
0,공부하는 이유가 없어
0,공시 준비 힘들어
0,공시 준비 힘들어
1,공시 준비중
0,공시 준비하는데 힘들다
1,공시생이야
1,공연 보고 싶어
1,공연 보러 가고 싶어
0,공책 필기 나만 힘들어?
0,공황장애 생겼어.
0,공황장애 있어
1,공휴일에는 집이 최고
1,공휴일에는 집콕
1,과거는 잊고 앞으로 나아 가야지
1,과거는 중요하지 않아
0,과식해서 소화가 안돼
0,과식했나 봐
0,과식했다
0,과외비 부담되겠지?
0,과외비 비싸?
1,과일 먹고 자야지
1,과일 먹어야지.
0,과일 안 먹게 돼
0,과일 잘 안 먹게 돼
1,과일 챙겨 먹어야지
0,관계가 계속 애매하다.
0,관심 끄라고 하고 싶다.
0,관심 좀 안 가졌으면
0,관절염 같애
0,관절염인가
0,광고가 안 끝나
1,괜찮아지고 있어
0,괜찮은 사람인데 사귀긴 싫어
0,괜히 건들지 말라고
0,괜히 기다렸어
0,괜히 농담해서 망했다
0,괜히 아까운 시간 버렸다
0,괜히 창피해
0,괴물이 되어 가는 느낌이 들어
1,교보문고 왔어
1,교양 수업 재밌어
1,교양수업 시간에 마음에 드는 애 있어
1,교양수업 은근 재미져
1,교양수업에서 마음에 드는 애 있어
1,교양수업이 재미있어
1,교양이 전공보다 재미있어
1,교직이수 가능할까
0,교통사고 났었어.
0,교통사고 당했어
0,교회 가기 싫어
1,교회 갔다 만났어
1,교회에서 만났어
0,구박하면서 엄청 일 시켜
0,군대 갔다 올 때까지 기다릴 수 있을까
1,군대 기다려 주려고
1,군대 기다려도 될까
0,군대 기다리면 부담스러워할까
0,군대 기다릴 수 있을까
0,군대 언제 끝나나
1,군대 전역 기다려
1,굿모닝
1,궁금하면 오백원
1,궁금하지?
1,궁금해
1,궁금해 알려줘
0,귀 아파
0,귀가 가려워
0,귀가 간지러
0,귀가 윙윙거려
1,귀농 어때?
0,그 사람이 나 안 좋아하는 거 같아
1,그 사람이 나 좋아해줬으면 좋겠다
1,그 사람이 행복했으면 좋겠다
1,그 시절엔 다 그랬지
1,그냥 고백할걸
1,그냥 공무원이 좋을 듯
0,그냥 내버려 둬 주었으면
0,그냥 선 볼까?
0,그냥 쉬고 싶다
0,그냥 씹어야겠다.
0,그냥 이렇게 살고 싶어
0,그냥 자는 거 아니지?
0,그냥 잘못했다고 하면 될거 같은데 자꾸 변명해
0,그냥 택시 타야지.
1,그냥 할까?
1,그냥 혼자 밥이나 먹어야지
1,그냥 혼자 있는게 좋아
1,그동안 잘 지냈나요?
1,그땐 그랬지
1,그래 그러자
1,그래 이제 결정했어
0,그래도 좀 기대했는데
0,그런 말을 왜 하지
0,그런 친구 아니었는데 너무 귀찮게 하네
0,그렇게 갈 거면서
0,그렇게 오래 살았는데도 이해를 못하겠어
1,그렇게 할래
1,그림 잘 그리고 싶다
1,그림 좀 잘 그렸으면 좋겠다
0,그만 두고 나오고 싶어
